age,job,marital,education,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,subscribed
33,technician,divorced,professional.course,no,no,telephone,jun,wed,128,1,6,0,failure,1.4,94.465,-41.8,4.864,5228.1,no
43,entrepreneur,married,basic.4y,yes,no,telephone,may,thu,199,1,6,0,failure,1.1,93.994,-36.4,4.86,5191,no
47,blue-collar,married,basic.9y,no,no,cellular,jun,tue,544,1,6,0,failure,-1.7,94.055,-39.8,0.713,4991.6,no
34,services,married,high.school,no,no,cellular,jul,wed,235,11,6,0,failure,1.4,93.918,-42.7,4.963,5228.1,no
33,blue-collar,single,basic.9y,yes,yes,cellular,jul,tue,367,1,6,0,failure,1.4,93.918,-42.7,4.962,5228.1,no
26,services,single,basic.9y,no,no,cellular,may,mon,18,4,6,0,failure,-1.8,92.893,-46.2,1.244,5099.1,no
32,technician,divorced,professional.course,yes,no,telephone,may,wed,70,2,6,0,failure,1.1,93.994,-36.4,4.859,5191,no
35,services,married,high.school,yes,no,cellular,may,fri,478,1,6,0,failure,-1.8,92.893,-46.2,1.313,5099.1,no
45,unemployed,married,high.school,no,no,telephone,may,mon,120,2,6,0,failure,1.1,93.994,-36.4,4.857,5191,no
40,technician,married,professional.course,no,no,telephone,jun,fri,37,2,6,0,failure,1.4,94.465,-41.8,4.959,5228.1,no
35,management,married,university.degree,yes,no,cellular,aug,thu,108,4,6,0,failure,1.4,93.444,-36.1,4.962,5228.1,no
26,management,single,university.degree,yes,no,cellular,may,thu,119,1,6,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
54,technician,married,professional.course,no,no,cellular,sep,mon,99,1,6,0,failure,-3.4,92.379,-29.8,0.797,5017.5,no
41,blue-collar,single,basic.6y,no,no,cellular,may,fri,211,1,6,0,failure,-1.8,92.893,-46.2,1.313,5099.1,no
42,technician,divorced,professional.course,no,no,cellular,apr,tue,615,1,6,1,failure,-1.8,93.075,-47.1,1.453,5099.1,no
46,management,single,university.degree,no,yes,cellular,nov,thu,378,8,6,0,failure,-0.1,93.2,-42,4.076,5195.8,no
48,technician,divorced,university.degree,yes,yes,cellular,apr,thu,173,2,6,0,failure,-1.8,93.075,-47.1,1.365,5099.1,no
27,admin.,single,university.degree,no,yes,telephone,jul,tue,287,2,6,0,failure,1.4,93.918,-42.7,4.961,5228.1,no
25,technician,single,professional.course,no,no,telephone,may,thu,22,1,6,0,failure,1.1,93.994,-36.4,4.855,5191,no
32,blue-collar,married,basic.9y,yes,no,cellular,may,fri,144,2,6,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
25,services,married,high.school,no,no,cellular,jul,tue,161,1,6,0,failure,1.4,93.918,-42.7,4.962,5228.1,no
28,admin.,single,high.school,no,no,cellular,jul,mon,259,3,6,0,failure,1.4,93.918,-42.7,4.962,5228.1,no
33,admin.,married,university.degree,no,no,cellular,jul,mon,158,3,6,0,failure,1.4,93.918,-42.7,4.962,5228.1,no
48,admin.,married,university.degree,no,no,cellular,nov,fri,218,1,6,0,failure,-0.1,93.2,-42,4.021,5195.8,no
39,admin.,divorced,basic.9y,yes,no,cellular,jul,mon,79,2,6,0,failure,1.4,93.918,-42.7,4.96,5228.1,no
48,blue-collar,married,basic.9y,yes,yes,cellular,may,wed,189,2,6,0,failure,-1.8,92.893,-46.2,1.334,5099.1,no
41,technician,married,basic.6y,yes,no,telephone,nov,mon,60,2,6,0,failure,-0.1,93.2,-42,4.191,5195.8,no
44,entrepreneur,married,university.degree,no,yes,cellular,nov,wed,67,2,6,1,failure,-0.1,93.2,-42,4.12,5195.8,no
42,unemployed,married,professional.course,yes,no,telephone,jun,tue,88,2,6,0,failure,1.4,94.465,-41.8,4.961,5228.1,no
31,admin.,married,university.degree,yes,no,telephone,aug,fri,43,1,6,0,failure,1.4,93.444,-36.1,4.963,5228.1,no
59,retired,married,university.degree,no,no,telephone,may,fri,35,1,6,0,failure,1.1,93.994,-36.4,4.857,5191,no
43,unemployed,married,professional.course,no,no,telephone,jun,fri,38,2,6,0,failure,1.4,94.465,-41.8,4.959,5228.1,no
29,technician,single,professional.course,no,no,cellular,aug,mon,157,3,6,0,failure,1.4,93.444,-36.1,4.965,5228.1,no
31,housemaid,single,high.school,yes,no,cellular,jul,wed,125,3,6,0,failure,1.4,93.918,-42.7,4.963,5228.1,no
48,blue-collar,married,basic.9y,yes,no,cellular,aug,thu,122,1,6,0,failure,1.4,93.444,-36.1,4.968,5228.1,no
27,blue-collar,single,basic.6y,yes,yes,cellular,jul,tue,246,4,6,0,failure,1.4,93.918,-42.7,4.961,5228.1,no
50,entrepreneur,married,basic.9y,yes,no,telephone,jun,thu,119,1,6,0,failure,1.4,94.465,-41.8,4.958,5228.1,no
49,admin.,married,university.degree,yes,yes,telephone,may,mon,16,1,6,0,failure,-1.8,92.893,-46.2,1.354,5099.1,no
40,admin.,single,university.degree,no,yes,cellular,aug,thu,14,5,6,0,failure,1.4,93.444,-36.1,4.962,5228.1,no
30,blue-collar,divorced,basic.9y,yes,no,telephone,jun,tue,116,3,6,0,failure,1.4,94.465,-41.8,4.961,5228.1,no
27,services,married,basic.9y,no,no,telephone,jul,thu,100,3,6,0,failure,1.4,93.918,-42.7,4.966,5228.1,no
38,admin.,married,university.degree,no,no,cellular,aug,thu,89,2,6,0,failure,1.4,93.444,-36.1,4.968,5228.1,no
36,blue-collar,single,high.school,yes,yes,telephone,may,mon,260,1,6,0,failure,1.1,93.994,-36.4,4.858,5191,no
31,blue-collar,married,basic.9y,no,no,telephone,may,fri,109,1,6,0,failure,1.1,93.994,-36.4,4.855,5191,no
43,blue-collar,married,basic.9y,no,no,telephone,jun,wed,793,3,6,0,failure,1.4,94.465,-41.8,4.962,5228.1,no
43,technician,married,professional.course,no,no,cellular,aug,thu,211,3,6,0,failure,1.4,93.444,-36.1,4.962,5228.1,no
41,management,married,high.school,yes,no,cellular,jul,tue,312,3,6,0,failure,1.4,93.918,-42.7,4.961,5228.1,no
35,technician,married,professional.course,no,no,cellular,aug,tue,211,2,6,0,failure,1.4,93.444,-36.1,4.963,5228.1,no
39,technician,married,professional.course,no,no,cellular,may,thu,20,8,6,0,failure,-1.8,92.893,-46.2,1.327,5099.1,no
47,unemployed,married,professional.course,yes,no,cellular,nov,wed,248,1,6,0,failure,-0.1,93.2,-42,4.12,5195.8,no
32,blue-collar,married,basic.4y,no,no,telephone,jun,mon,188,2,6,0,failure,1.4,94.465,-41.8,4.961,5228.1,no
51,unemployed,married,basic.9y,yes,no,telephone,may,tue,66,1,6,0,failure,1.1,93.994,-36.4,4.856,5191,no
40,management,married,university.degree,yes,no,cellular,nov,fri,175,1,6,0,failure,-0.1,93.2,-42,4.021,5195.8,no
52,management,married,university.degree,no,no,telephone,may,mon,467,5,6,0,failure,1.1,93.994,-36.4,4.857,5191,no
36,housemaid,married,high.school,yes,no,telephone,jun,mon,171,1,6,0,failure,1.4,94.465,-41.8,4.865,5228.1,no
45,technician,single,university.degree,no,no,cellular,may,fri,445,2,6,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
46,blue-collar,married,basic.6y,yes,no,cellular,aug,fri,314,1,6,0,failure,1.4,93.444,-36.1,4.964,5228.1,no
40,self-employed,married,university.degree,no,no,cellular,nov,wed,210,1,6,0,failure,-0.1,93.2,-42,4.12,5195.8,no
49,services,divorced,high.school,yes,no,cellular,aug,fri,156,1,6,0,failure,1.4,93.444,-36.1,4.963,5228.1,no
29,admin.,married,university.degree,no,no,cellular,may,fri,264,2,6,1,failure,-1.8,92.893,-46.2,1.259,5099.1,no
47,blue-collar,single,basic.9y,yes,no,telephone,may,thu,54,1,6,0,failure,1.1,93.994,-36.4,4.86,5191,no
72,retired,married,basic.4y,yes,no,cellular,jul,mon,128,2,6,1,failure,-1.7,94.215,-40.3,0.87,4991.6,no
35,technician,married,professional.course,yes,no,telephone,may,mon,832,3,6,0,failure,1.1,93.994,-36.4,4.857,5191,no
38,blue-collar,single,high.school,yes,yes,telephone,jun,thu,21,1,6,0,failure,-1.7,94.055,-39.8,0.729,4991.6,no
36,self-employed,married,professional.course,no,no,telephone,jun,fri,161,3,6,0,failure,1.4,94.465,-41.8,4.959,5228.1,no
35,blue-collar,single,high.school,no,no,cellular,nov,wed,77,2,6,1,failure,-0.1,93.2,-42,4.12,5195.8,no
70,retired,married,basic.4y,no,no,cellular,oct,thu,122,1,14,3,failure,-1.1,94.601,-49.5,0.965,4963.6,no
41,unemployed,married,professional.course,no,no,cellular,may,mon,276,4,10,1,success,-1.8,92.893,-46.2,1.244,5099.1,no
54,admin.,married,university.degree,no,no,cellular,aug,tue,219,3,6,0,failure,1.4,93.444,-36.1,4.965,5228.1,no
27,self-employed,single,university.degree,no,no,telephone,oct,fri,84,3,6,0,failure,-1.1,94.601,-49.5,1.029,4963.6,no
33,technician,married,basic.9y,no,no,telephone,jun,mon,76,1,6,0,failure,1.4,94.465,-41.8,4.865,5228.1,no
28,admin.,single,university.degree,yes,no,cellular,jun,fri,188,1,6,1,failure,-2.9,92.963,-40.8,1.268,5076.2,no
44,technician,single,professional.course,no,no,cellular,apr,wed,609,1,6,0,failure,-1.8,93.075,-47.1,1.415,5099.1,no
48,technician,married,university.degree,yes,no,cellular,aug,tue,64,1,6,0,failure,1.4,93.444,-36.1,4.965,5228.1,no
33,blue-collar,married,high.school,no,no,telephone,may,tue,328,1,6,0,failure,1.1,93.994,-36.4,4.857,5191,no
65,retired,married,university.degree,yes,no,telephone,oct,mon,208,3,6,1,failure,-3.4,92.431,-26.9,0.739,5017.5,no
46,admin.,divorced,university.degree,no,no,telephone,jun,thu,138,2,6,0,failure,1.4,94.465,-41.8,4.866,5228.1,no
49,blue-collar,married,basic.9y,yes,no,cellular,nov,wed,52,1,6,1,failure,-0.1,93.2,-42,4.12,5195.8,no
39,unemployed,single,basic.9y,yes,no,telephone,may,tue,405,1,6,0,failure,1.1,93.994,-36.4,4.857,5191,no
32,technician,single,university.degree,yes,no,cellular,aug,tue,114,2,6,0,failure,1.4,93.444,-36.1,4.966,5228.1,no
34,technician,single,university.degree,yes,no,telephone,may,tue,186,1,6,0,failure,1.1,93.994,-36.4,4.857,5191,no
47,blue-collar,married,basic.6y,no,no,telephone,may,mon,92,2,6,0,failure,1.1,93.994,-36.4,4.857,5191,no
46,management,divorced,university.degree,yes,no,cellular,jul,fri,317,6,6,0,failure,1.4,93.918,-42.7,4.957,5228.1,no
32,technician,married,university.degree,no,no,cellular,aug,thu,76,11,6,0,failure,1.4,93.444,-36.1,4.962,5228.1,no
42,entrepreneur,married,university.degree,yes,no,telephone,may,tue,154,1,6,0,failure,1.1,93.994,-36.4,4.857,5191,no
49,blue-collar,divorced,basic.4y,no,no,cellular,apr,wed,430,1,6,0,failure,-1.8,93.075,-47.1,1.445,5099.1,no
56,blue-collar,divorced,university.degree,no,yes,cellular,jul,mon,117,8,6,0,failure,1.4,93.918,-42.7,4.962,5228.1,no
39,admin.,single,university.degree,no,no,telephone,jun,fri,122,5,6,0,failure,1.4,94.465,-41.8,4.967,5228.1,no
51,retired,married,basic.9y,yes,no,cellular,jul,fri,276,1,6,0,failure,1.4,93.918,-42.7,4.959,5228.1,no
31,management,single,university.degree,yes,no,cellular,may,thu,924,3,6,0,failure,-1.8,92.893,-46.2,1.327,5099.1,no
42,housemaid,married,university.degree,yes,no,telephone,aug,thu,12,9,6,0,failure,1.4,93.444,-36.1,4.962,5228.1,no
42,admin.,divorced,university.degree,no,yes,telephone,may,fri,161,1,6,0,failure,1.1,93.994,-36.4,4.857,5191,no
45,technician,married,professional.course,yes,no,cellular,jul,wed,160,1,6,0,failure,1.4,93.918,-42.7,4.962,5228.1,no
39,blue-collar,married,basic.9y,no,no,cellular,jul,wed,138,1,6,0,failure,1.4,93.918,-42.7,4.963,5228.1,no
40,admin.,divorced,professional.course,yes,no,telephone,aug,fri,18,1,6,0,failure,1.4,93.444,-36.1,4.963,5228.1,no
51,admin.,married,basic.6y,yes,no,telephone,may,tue,531,1,6,0,failure,1.1,93.994,-36.4,4.857,5191,no
53,management,married,university.degree,no,no,cellular,may,wed,147,2,6,0,failure,-1.8,92.893,-46.2,1.281,5099.1,no
50,unemployed,married,basic.9y,no,no,cellular,aug,thu,74,4,6,0,failure,1.4,93.444,-36.1,4.962,5228.1,no
37,technician,married,professional.course,yes,no,cellular,jul,fri,252,6,6,0,failure,1.4,93.918,-42.7,4.957,5228.1,no
34,technician,single,university.degree,no,no,cellular,aug,wed,62,1,6,0,failure,1.4,93.444,-36.1,4.965,5228.1,no
52,admin.,divorced,basic.9y,yes,yes,cellular,apr,mon,20,5,6,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
42,management,married,university.degree,no,no,telephone,jun,wed,50,2,6,0,failure,1.4,94.465,-41.8,4.962,5228.1,no
56,services,divorced,high.school,yes,no,telephone,jun,mon,13,1,6,0,failure,1.4,94.465,-41.8,4.96,5228.1,no
35,technician,single,university.degree,no,no,telephone,may,fri,58,3,6,0,failure,1.1,93.994,-36.4,4.864,5191,no
27,student,single,university.degree,yes,no,telephone,may,tue,154,1,6,0,failure,1.1,93.994,-36.4,4.857,5191,no
36,unemployed,single,basic.9y,yes,no,cellular,nov,thu,118,4,6,0,failure,-0.1,93.2,-42,4.076,5195.8,no
32,admin.,divorced,university.degree,yes,no,cellular,jul,thu,151,1,6,0,failure,1.4,93.918,-42.7,4.963,5228.1,no
33,services,married,high.school,no,no,telephone,may,tue,131,1,6,0,failure,1.1,93.994,-36.4,4.856,5191,no
76,retired,married,university.degree,yes,no,cellular,sep,fri,336,1,6,1,failure,-3.4,92.379,-29.8,0.773,5017.5,no
29,self-employed,single,university.degree,yes,no,cellular,jul,wed,513,1,6,0,failure,1.4,93.918,-42.7,4.957,5228.1,no
52,technician,married,professional.course,yes,no,telephone,apr,mon,43,3,6,0,failure,-1.8,93.075,-47.1,1.405,5099.1,no
31,admin.,married,high.school,yes,no,cellular,jul,fri,595,2,6,0,failure,1.4,93.918,-42.7,4.963,5228.1,no
52,management,married,professional.course,yes,yes,telephone,may,tue,280,1,6,0,failure,1.1,93.994,-36.4,4.857,5191,no
45,technician,married,university.degree,no,no,telephone,jun,wed,142,2,6,0,failure,1.4,94.465,-41.8,4.959,5228.1,no
48,services,married,high.school,yes,no,telephone,jun,wed,327,9,6,0,failure,1.4,94.465,-41.8,4.959,5228.1,no
48,services,married,high.school,no,no,cellular,may,thu,388,2,6,0,failure,-1.8,92.893,-46.2,1.327,5099.1,no
41,admin.,single,high.school,yes,no,telephone,may,tue,214,1,6,0,failure,1.1,93.994,-36.4,4.856,5191,no
47,admin.,single,high.school,no,no,telephone,nov,fri,178,5,6,0,failure,-0.1,93.2,-42,4.021,5195.8,no
43,self-employed,married,high.school,yes,no,cellular,apr,wed,902,2,6,0,failure,-1.8,93.075,-47.1,1.445,5099.1,no
55,management,married,basic.4y,no,no,cellular,nov,mon,330,2,6,0,failure,-0.1,93.2,-42,4.191,5195.8,no
59,retired,married,professional.course,no,no,telephone,may,thu,422,3,6,0,failure,1.1,93.994,-36.4,4.86,5191,no
42,management,married,university.degree,no,no,cellular,nov,thu,110,2,6,0,failure,-0.1,93.2,-42,4.076,5195.8,no
30,services,married,basic.9y,no,no,cellular,nov,mon,415,1,6,0,failure,-0.1,93.2,-42,4.191,5195.8,no
31,technician,single,professional.course,yes,no,telephone,aug,wed,115,3,6,0,failure,1.4,93.444,-36.1,4.967,5228.1,no
44,admin.,married,high.school,no,no,telephone,may,fri,465,1,6,0,failure,1.1,93.994,-36.4,4.857,5191,no
32,blue-collar,married,high.school,no,no,telephone,jun,fri,182,2,6,0,failure,1.4,94.465,-41.8,4.967,5228.1,no
27,blue-collar,single,basic.4y,yes,no,cellular,apr,thu,528,1,6,0,failure,-1.8,93.075,-47.1,1.41,5099.1,no
31,blue-collar,married,basic.9y,yes,no,cellular,jul,fri,135,3,6,0,failure,1.4,93.918,-42.7,4.959,5228.1,no
54,blue-collar,single,university.degree,yes,no,cellular,jul,mon,213,3,6,0,failure,1.4,93.918,-42.7,4.962,5228.1,no
33,blue-collar,married,basic.9y,yes,no,telephone,may,fri,50,3,6,0,failure,1.1,93.994,-36.4,4.857,5191,no
38,management,married,university.degree,no,no,telephone,may,thu,277,3,6,0,failure,1.1,93.994,-36.4,4.855,5191,no
27,admin.,single,university.degree,yes,no,cellular,jul,tue,261,1,6,0,failure,1.4,93.918,-42.7,4.961,5228.1,no
23,admin.,single,professional.course,no,no,cellular,jul,wed,580,2,6,0,failure,1.4,93.918,-42.7,4.963,5228.1,no
48,admin.,single,university.degree,yes,no,telephone,may,wed,140,2,6,0,failure,1.1,93.994,-36.4,4.856,5191,no
27,admin.,single,basic.9y,yes,no,telephone,may,thu,230,4,6,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
40,blue-collar,married,basic.4y,no,no,cellular,apr,mon,687,1,6,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
32,blue-collar,married,basic.9y,yes,no,cellular,may,wed,211,1,10,1,success,-1.8,92.893,-46.2,1.334,5099.1,no
34,management,single,university.degree,yes,yes,cellular,nov,thu,125,2,6,0,failure,-0.1,93.2,-42,4.076,5195.8,no
31,admin.,single,high.school,no,no,cellular,may,mon,140,5,6,2,success,-1.8,93.876,-40,0.701,5008.7,no
38,technician,married,university.degree,yes,no,telephone,may,fri,1023,4,6,0,failure,1.1,93.994,-36.4,4.859,5191,no
31,technician,single,university.degree,no,no,cellular,aug,mon,230,4,6,0,failure,1.4,93.444,-36.1,4.963,5228.1,no
43,admin.,married,university.degree,no,no,telephone,may,wed,68,1,6,0,failure,1.1,93.994,-36.4,4.858,5191,no
33,unemployed,married,high.school,yes,no,cellular,jul,wed,590,9,6,0,failure,1.4,93.918,-42.7,4.963,5228.1,no
31,blue-collar,single,basic.9y,no,yes,cellular,jul,wed,85,2,6,0,failure,1.4,93.918,-42.7,4.963,5228.1,no
36,blue-collar,married,basic.9y,yes,no,telephone,may,thu,140,3,6,0,failure,1.1,93.994,-36.4,4.86,5191,no
36,admin.,divorced,high.school,yes,no,cellular,jul,wed,389,3,6,0,failure,1.4,93.918,-42.7,4.962,5228.1,no
45,blue-collar,married,basic.9y,no,no,cellular,aug,wed,325,1,6,0,failure,1.4,93.444,-36.1,4.965,5228.1,no
36,technician,married,professional.course,no,no,cellular,nov,thu,70,1,6,1,failure,-0.1,93.2,-42,4.076,5195.8,no
34,technician,single,high.school,yes,no,telephone,nov,tue,251,4,6,0,failure,-0.1,93.2,-42,4.153,5195.8,no
23,admin.,single,professional.course,no,no,cellular,jul,wed,187,1,6,0,failure,1.4,93.918,-42.7,4.963,5228.1,no
38,technician,married,professional.course,yes,yes,cellular,nov,wed,11,3,6,0,failure,-0.1,93.2,-42,4.12,5195.8,no
36,technician,married,university.degree,yes,no,telephone,may,wed,197,2,6,0,failure,1.1,93.994,-36.4,4.858,5191,no
27,admin.,married,high.school,no,no,cellular,may,fri,71,3,6,0,failure,-1.8,92.893,-46.2,1.25,5099.1,no
57,admin.,married,high.school,yes,no,cellular,aug,mon,91,1,6,0,failure,1.4,93.444,-36.1,4.97,5228.1,no
39,admin.,married,high.school,yes,no,cellular,jul,mon,627,3,6,0,failure,1.4,93.918,-42.7,4.96,5228.1,no
41,blue-collar,single,basic.6y,no,no,cellular,jul,wed,92,1,6,0,failure,1.4,93.918,-42.7,4.963,5228.1,no
51,blue-collar,married,basic.4y,yes,yes,telephone,may,mon,136,2,6,0,failure,1.1,93.994,-36.4,4.857,5191,no
30,blue-collar,married,basic.9y,yes,no,telephone,may,thu,320,3,6,0,failure,1.1,93.994,-36.4,4.86,5191,no
36,blue-collar,divorced,high.school,no,no,cellular,mar,mon,96,2,6,1,failure,-1.8,93.369,-34.8,0.639,5008.7,no
54,admin.,married,university.degree,no,no,cellular,aug,tue,119,3,6,0,failure,1.4,93.444,-36.1,4.965,5228.1,no
31,admin.,single,university.degree,yes,yes,cellular,jul,thu,120,3,6,0,failure,1.4,93.918,-42.7,4.958,5228.1,no
25,entrepreneur,single,university.degree,no,yes,cellular,jul,tue,280,2,6,0,failure,1.4,93.918,-42.7,4.961,5228.1,no
26,blue-collar,single,basic.9y,yes,no,telephone,jun,thu,61,2,6,0,failure,1.4,94.465,-41.8,4.866,5228.1,no
25,technician,single,professional.course,yes,no,cellular,may,tue,157,5,6,0,failure,-1.8,92.893,-46.2,1.291,5099.1,no
33,blue-collar,single,professional.course,no,yes,telephone,jul,fri,15,1,6,0,failure,-1.7,94.215,-40.3,0.822,4991.6,no
38,technician,single,high.school,no,yes,cellular,aug,tue,100,3,6,0,failure,1.4,93.444,-36.1,4.966,5228.1,no
58,retired,married,high.school,yes,no,cellular,aug,thu,194,1,6,0,failure,1.4,93.444,-36.1,4.963,5228.1,no
60,retired,married,professional.course,no,yes,cellular,oct,wed,170,2,6,1,failure,-1.1,94.601,-49.5,1.043,4963.6,no
31,technician,single,university.degree,no,no,cellular,aug,wed,118,1,6,0,failure,1.4,93.444,-36.1,4.967,5228.1,no
46,self-employed,married,university.degree,no,yes,cellular,jul,tue,1220,12,6,0,failure,1.4,93.918,-42.7,4.961,5228.1,no
39,blue-collar,married,basic.9y,no,no,telephone,may,fri,557,2,6,0,failure,-1.8,92.893,-46.2,1.313,5099.1,no
64,retired,married,university.degree,yes,yes,cellular,apr,tue,159,2,6,0,failure,-1.8,93.075,-47.1,1.405,5099.1,no
46,blue-collar,single,basic.9y,no,no,cellular,jul,thu,270,1,6,0,failure,1.4,93.918,-42.7,4.963,5228.1,no
48,admin.,single,university.degree,yes,no,telephone,may,thu,225,1,6,0,failure,1.1,93.994,-36.4,4.86,5191,no
56,admin.,married,university.degree,yes,no,cellular,aug,thu,95,1,6,0,failure,1.4,93.444,-36.1,4.962,5228.1,no
34,blue-collar,married,basic.4y,no,no,telephone,jun,tue,404,13,6,0,failure,1.4,94.465,-41.8,4.864,5228.1,no
57,blue-collar,divorced,basic.9y,no,no,cellular,nov,mon,117,2,6,1,failure,-0.1,93.2,-42,4.191,5195.8,no
37,admin.,single,high.school,yes,no,cellular,jul,mon,291,1,6,0,failure,1.4,93.918,-42.7,4.96,5228.1,no
38,self-employed,married,basic.9y,yes,no,telephone,may,fri,103,5,6,0,failure,1.1,93.994,-36.4,4.864,5191,no
27,technician,single,professional.course,yes,no,cellular,may,wed,38,3,6,0,failure,-1.8,92.893,-46.2,1.281,5099.1,no
42,admin.,single,high.school,yes,no,cellular,jul,wed,145,3,6,0,failure,1.4,93.918,-42.7,4.963,5228.1,no
23,admin.,single,high.school,yes,no,cellular,may,thu,638,1,6,1,success,-1.8,92.893,-46.2,1.266,5099.1,no
35,blue-collar,married,high.school,no,no,cellular,may,wed,285,1,6,0,failure,-1.8,92.893,-46.2,1.334,5099.1,no
57,services,divorced,high.school,no,no,telephone,may,fri,251,1,6,0,failure,1.1,93.994,-36.4,4.864,5191,no
22,blue-collar,married,professional.course,yes,no,cellular,jul,fri,143,5,6,0,failure,1.4,93.918,-42.7,4.963,5228.1,no
36,admin.,married,university.degree,yes,no,cellular,aug,wed,129,1,6,0,failure,1.4,93.444,-36.1,4.964,5228.1,no
48,blue-collar,married,basic.9y,yes,no,telephone,may,fri,167,2,6,0,failure,1.1,93.994,-36.4,4.859,5191,no
52,services,married,high.school,no,no,cellular,jul,mon,76,2,6,0,failure,1.4,93.918,-42.7,4.962,5228.1,no
30,technician,married,basic.9y,yes,no,cellular,may,fri,41,1,6,0,failure,-1.8,92.893,-46.2,1.25,5099.1,no
52,technician,married,professional.course,yes,no,telephone,may,wed,133,2,6,0,failure,1.1,93.994,-36.4,4.856,5191,no
32,services,divorced,high.school,yes,no,cellular,nov,tue,74,2,6,1,failure,-0.1,93.2,-42,4.153,5195.8,no
35,student,single,university.degree,no,no,telephone,may,tue,172,5,6,0,failure,1.1,93.994,-36.4,4.857,5191,no
49,admin.,divorced,high.school,no,no,cellular,jul,thu,602,1,6,0,failure,1.4,93.918,-42.7,4.958,5228.1,no
32,services,married,basic.4y,no,no,cellular,jul,mon,322,3,6,0,failure,1.4,93.918,-42.7,4.96,5228.1,no
29,self-employed,divorced,university.degree,yes,no,cellular,nov,thu,173,2,6,0,failure,-0.1,93.2,-42,4.076,5195.8,no
50,technician,single,basic.4y,yes,no,cellular,jul,tue,96,5,6,0,failure,1.4,93.918,-42.7,4.961,5228.1,no
46,services,married,university.degree,yes,no,cellular,aug,mon,151,5,6,0,failure,1.4,93.444,-36.1,4.963,5228.1,no
34,admin.,single,high.school,no,no,telephone,jun,fri,267,3,6,0,failure,1.4,94.465,-41.8,4.959,5228.1,no
35,technician,married,professional.course,no,no,telephone,may,wed,402,1,6,0,failure,1.1,93.994,-36.4,4.859,5191,no
23,services,single,high.school,no,no,telephone,may,wed,107,1,6,0,failure,1.1,93.994,-36.4,4.859,5191,no
39,blue-collar,single,basic.4y,no,no,telephone,may,wed,565,2,6,0,failure,1.1,93.994,-36.4,4.857,5191,no
29,unemployed,married,basic.4y,no,no,cellular,nov,thu,143,6,6,0,failure,-0.1,93.2,-42,4.076,5195.8,no
34,technician,single,university.degree,no,no,cellular,sep,fri,155,4,6,1,failure,-1.1,94.199,-37.5,0.879,4963.6,no
26,blue-collar,single,basic.9y,yes,no,cellular,may,thu,535,1,6,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
74,retired,divorced,basic.4y,no,yes,cellular,apr,mon,184,2,14,2,failure,-1.8,93.749,-34.6,0.643,5008.7,no
38,blue-collar,married,basic.6y,yes,no,telephone,may,mon,221,2,6,0,failure,1.1,93.994,-36.4,4.858,5191,no
56,blue-collar,married,basic.9y,no,no,cellular,jul,fri,282,2,6,0,failure,1.4,93.918,-42.7,4.962,5228.1,no
36,blue-collar,married,basic.4y,yes,no,telephone,jun,thu,559,1,6,0,failure,1.4,94.465,-41.8,4.961,5228.1,no
34,blue-collar,single,basic.9y,no,no,telephone,may,tue,71,1,6,0,failure,1.1,93.994,-36.4,4.856,5191,no
39,technician,divorced,professional.course,no,no,cellular,may,wed,258,8,6,0,failure,-1.8,92.893,-46.2,1.334,5099.1,no
52,services,divorced,basic.6y,yes,no,cellular,aug,tue,138,1,6,0,failure,1.4,93.444,-36.1,4.968,5228.1,no
27,admin.,single,high.school,yes,no,cellular,jul,thu,606,3,6,0,failure,1.4,93.918,-42.7,4.958,5228.1,no
65,self-employed,married,professional.course,no,no,telephone,apr,tue,110,3,6,0,failure,-1.8,93.075,-47.1,1.405,5099.1,no
48,admin.,married,university.degree,yes,yes,telephone,may,wed,160,1,6,0,failure,1.1,93.994,-36.4,4.859,5191,no
32,admin.,single,high.school,yes,no,telephone,jul,fri,143,3,6,0,failure,1.4,93.918,-42.7,4.962,5228.1,no
42,blue-collar,married,university.degree,no,yes,telephone,may,fri,248,4,6,0,failure,1.1,93.994,-36.4,4.857,5191,no
47,services,married,high.school,yes,no,telephone,jun,fri,177,3,6,0,failure,1.4,94.465,-41.8,4.959,5228.1,no
31,admin.,single,high.school,yes,yes,cellular,jul,mon,936,4,6,0,failure,1.4,93.918,-42.7,4.96,5228.1,no
31,admin.,single,university.degree,no,yes,cellular,aug,thu,173,3,6,0,failure,1.4,93.444,-36.1,4.968,5228.1,no
29,services,single,high.school,yes,no,cellular,may,thu,118,1,6,0,failure,-1.8,92.893,-46.2,1.266,5099.1,no
27,admin.,single,high.school,yes,no,cellular,jul,thu,97,1,6,0,failure,1.4,93.918,-42.7,4.958,5228.1,no
55,entrepreneur,divorced,university.degree,no,yes,telephone,jul,tue,119,7,6,0,failure,1.4,93.918,-42.7,4.961,5228.1,no
